Двухкомнатная квартира в 5 минутах от метро,Сегодня 09:18,https://www.olx.ua/obyavlenie/dvuhkomnatnaya-kvartira-v-5-minutah-ot-metro-IDBjG1c.html#5f4869cfef;promoted,"Киев, Голосеевский",7 500 грн.
"2-К Березняки Метро Осокорки Левобережная ул.Миколайчука,",Сегодня 08:58,https://www.olx.ua/obyavlenie/2-k-bereznyaki-metro-osokorki-levoberezhnaya-ul-mikolaychuka-IDBgSmv.html#5f4869cfef,"Киев, Днепровский",7 000 грн.
"Двух  комнатная  квартира, Драйзеа 6а",Сегодня 08:56,https://www.olx.ua/obyavlenie/dvuh-komnatnaya-kvartira-drayzea-6a-IDBgSjo.html#5f4869cfef,"Киев, Деснянский",7 500 грн.
"Сдам 3К БЕЗ мебели,Метро Позняки.ул.Урловская,36",Сегодня 08:36,https://www.olx.ua/obyavlenie/sdam-3k-bez-mebeli-metro-poznyaki-ul-urlovskaya-36-IDBgRTY.html#5f4869cfef,"Киев, Дарницкий",8 000 грн.
Сдам 2-ком Виноградарь переулок Квитневый 5,Сегодня 07:55,https://www.olx.ua/obyavlenie/sdam-2-kom-vinogradar-pereulok-kvitnevyy-5-IDBkSuw.html#5f4869cfef,"Киев, Подольский",7 000 грн.
Сдам 2-к. на Курской.Метро Вокзальная,Сегодня 05:27,https://www.olx.ua/obyavlenie/sdam-2-k-na-kurskoy-metro-vokzalnaya-IDBkROG.html#5f4869cfef,"Киев, Соломенский",7 500 грн.
Квартира в аренду.,Сегодня 01:27,https://www.olx.ua/obyavlenie/kvartira-v-arendu-IDA7mvg.html#5f4869cfef,"Киев, Дарницкий",8 000 грн.
time,title,price,district,link
Сегодня 09:18,Двухкомнатная квартира в 5 минутах от метро,7 500 грн.,"Киев, Голосеевский",https://www.olx.ua/obyavlenie/dvuhkomnatnaya-kvartira-v-5-minutah-ot-metro-IDBjG1c.html#5f4869cfef;promoted
Сегодня 15:33,"Срочно! Метро Левобережная, Дарница 15 минут пешком !2-ка за 8000 гр",8 000 грн.,"Киев, Днепровский",https://www.olx.ua/obyavlenie/srochno-metro-levoberezhnaya-darnitsa-15-minut-peshkom-2-ka-za-8000-gr-IDB1UAC.html#5f4869cfef;promoted
Сегодня 22:39,"Сдам 2к квартиру ул.Воссоединения(Соборности) 1,м.Дарница, Черниговска",8 000 грн.,"Киев, Днепровский",https://www.olx.ua/obyavlenie/sdam-2k-kvartiru-ul-vossoedineniyasobornosti-1-m-darnitsa-chernigovska-IDB3rE7.html#5f4869cfef
Сегодня 19:42,Сдам 2-х комн. квартиру м.Теремки 12 мин. пешком!,7 000 грн.,"Киев, Голосеевский",https://www.olx.ua/obyavlenie/sdam-2-h-komn-kvartiru-m-teremki-12-min-peshkom-IDBlkNe.html#5f4869cfef
Сегодня 18:09,Сдам 2х комнатную квартиру в Киеве,7 500 грн.,"Киев, Оболонский",https://www.olx.ua/obyavlenie/sdam-2h-komnatnuyu-kvartiru-v-kieve-IDBlhA9.html#5f4869cfef
Сегодня 16:43,Супер! Сдается М.Оболонь 25 мин.езды .КЛАССНАЯ 2х комнатная квартира!,8 000 грн.,"Киев, Оболонский",https://www.olx.ua/obyavlenie/super-sdaetsya-m-obolon-25-min-ezdy-klassnaya-2h-komnatnaya-kvartira-IDBhpcv.html#5f4869cfef;promoted
Сегодня 16:19,Новополевая Отрадный двушка,7 000 грн.,"Киев, Соломенский",https://www.olx.ua/obyavlenie/novopolevaya-otradnyy-dvushka-IDBld6B.html#5f4869cfef
Сегодня 16:16,сдам квартиру,7 000 грн.,"Киев, Шевченковский",https://www.olx.ua/obyavlenie/sdam-kvartiru-IDBlcZG.html#5f4869cfef
Сегодня 15:33,"Срочно! Метро Левобережная, Дарница 15 минут пешком !2-ка за 8000 гр",8 000 грн.,"Киев, Днепровский",https://www.olx.ua/obyavlenie/srochno-metro-levoberezhnaya-darnitsa-15-minut-peshkom-2-ka-za-8000-gr-IDB1UAC.html#5f4869cfef;promoted
Сегодня 15:22,Сдам 2 ком квартиру возле метро Лесная,8 000 грн.,"Киев, Деснянский",https://www.olx.ua/obyavlenie/sdam-2-kom-kvartiru-vozle-metro-lesnaya-IDBfLqq.html#5f4869cfef;promoted
Сегодня 15:19,"Сдам уютную двухкомнатную квартиру на Курбаса, возле скоростного",8 000 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/sdam-uyutnuyu-dvuhkomnatnuyu-kvartiru-na-kurbasa-vozle-skorostnogo-IDBcunf.html#5f4869cfef
Сегодня 15:13,"Сдам 2ю кварт., метро Святошин 7 мин, Колибрис, скоростной трамвай!",7 000 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/sdam-2yu-kvart-metro-svyatoshin-7-min-kolibris-skorostnoy-tramvay-IDBla2y.html#5f4869cfef
Сегодня 14:02,"Сдается двухкомнатная квартира без мебели, евроремонт,Дарница",8 000 грн.,"Киев, Дарницкий",https://www.olx.ua/obyavlenie/sdaetsya-dvuhkomnatnaya-kvartira-bez-mebeli-evroremont-darnitsa-IDBe52Y.html#5f4869cfef;promoted
Сегодня 13:51,"Сдам 2к квартиру, бул. Перова, до м.""Дарница"" ехать 15 мин",7 000 грн.,"Киев, Днепровский",https://www.olx.ua/obyavlenie/sdam-2k-kvartiru-bul-perova-do-m-darnitsa-ehat-15-min-IDy1NF0.html#5f4869cfef
Сегодня 13:33,Аренда двухкомнатной квартиры,8 000 грн.,"Киев, Шевченковский",https://www.olx.ua/obyavlenie/arenda-dvuhkomnatnoy-kvartiry-IDBl579.html#5f4869cfef
Сегодня 13:29,Сдам 2х.разд. Воскресенка ул.Кибальчича с помесячной оплатой,7 000 грн.,"Киев, Днепровский",https://www.olx.ua/obyavlenie/sdam-2h-razd-voskresenka-ul-kibalchicha-s-pomesyachnoy-oplatoy-IDBl4RE.html#5f4869cfef
Сегодня 13:25,"Срочно 2к на ул.Артема,метро Лукьяновка 10мин,Майдан Независимости 15",8 000 грн.,"Киев, Шевченковский",https://www.olx.ua/obyavlenie/srochno-2k-na-ul-artema-metro-lukyanovka-10min-maydan-nezavisimosti-15-IDBgjex.html#5f4869cfef
Сегодня 13:23,Срочно! сдается в аренду квартира Борщаговке,8 000 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/srochno-sdaetsya-v-arendu-kvartira-borschagovke-IDBc10r.html#5f4869cfef
Сегодня 12:53,Сдам 2х ком.квартиру первая сдача м.Лесная,8 000 грн.,"Киев, Деснянский",https://www.olx.ua/obyavlenie/sdam-2h-kom-kvartiru-pervaya-sdacha-m-lesnaya-IDBl37Y.html#5f4869cfef
Сегодня 12:36,Сдаем 2 ком.квартира с раздельными комнатами и Бойлером на Виноградаре,7 500 грн.,"Киев, Подольский",https://www.olx.ua/obyavlenie/sdaem-2-kom-kvartira-s-razdelnymi-komnatami-i-boylerom-na-vinogradare-IDBl28G.html#5f4869cfef
Сегодня 12:16,Аренда 2х комнатной просторной квартиры,8 000 грн.,"Киев, Деснянский",https://www.olx.ua/obyavlenie/arenda-2h-komnatnoy-prostornoy-kvartiry-IDBl1rZ.html#5f4869cfef
Сегодня 12:04,"Здам в довгострокову оренду 1-кімнатну квартиру у м.Києві ,Києво-Свято",8 000 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/zdam-v-dovgostrokovu-orendu-1-kmnatnu-kvartiru-u-m-kiv-kivo-svyato-IDhPlls.html#5f4869cfef
Сегодня 11:35,Сдам 2 ком.квартиру Выдубичи Корчеватое Голосеевский,7 000 грн.,"Киев, Печерский",https://www.olx.ua/obyavlenie/sdam-2-kom-kvartiru-vydubichi-korchevatoe-goloseevskiy-IDBkZpI.html#5f4869cfef
Сегодня 11:01,"2ка.бул.Кольцова,скор.трамвай м.Святошин/Житомирская",8 000 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/2ka-bul-koltsova-skor-tramvay-m-svyatoshin-zhitomirskaya-IDB7UrA.html#5f4869cfef
Сегодня 10:46,"Уютная 2-х комнатная, первая сдача, долгосрочно",7 800 грн.,"Киев, Деснянский",https://www.olx.ua/obyavlenie/uyutnaya-2-h-komnatnaya-pervaya-sdacha-dolgosrochno-IDAiWls.html#5f4869cfef;promoted
Сегодня 10:45,"Раздельная квартира Борщаговка, Курбаса, метро Житомирская 10 мину",8 000 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/razdelnaya-kvartira-borschagovka-kurbasa-metro-zhitomirskaya-10-minu-IDB7Zrk.html#5f4869cfef
Сегодня 10:02,"СДАМ 2.х к.кв.СЕМЬЯМ С ДЕТ.метро Лесная,10мин.езды",7 000 грн.,"Киев, Деснянский",https://www.olx.ua/obyavlenie/sdam-2-h-k-kv-semyam-s-det-metro-lesnaya-10min-ezdy-IDBkWxj.html#5f4869cfef
Сегодня 09:50,"Трешка ,начало Троещины",8 000 грн.,"Киев, Деснянский",https://www.olx.ua/obyavlenie/treshka-nachalo-troeschiny-IDBkWbd.html#5f4869cfef
Сегодня 09:45,Сдам 2-х комнатную квартиру м Левобережная ул Вифлеемская (Шлихтера),7 000 грн.,"Киев, Днепровский",https://www.olx.ua/obyavlenie/sdam-2-h-komnatnuyu-kvartiru-m-levoberezhnaya-ul-vifleemskaya-shlihtera-IDBj6nr.html#5f4869cfef;promoted
Сегодня 09:32,Сдам двухкомнатную квартиру,7 000 грн.,"Киев, Деснянский",https://www.olx.ua/obyavlenie/sdam-dvuhkomnatnuyu-kvartiru-IDBeqQf.html#5f4869cfef
Сегодня 09:26,"Теремки-2, ул.Смолича,6, 2-хкомн.кв-ра, евроремонт",7 000 грн.,"Киев, Голосеевский",https://www.olx.ua/obyavlenie/teremki-2-ul-smolicha-6-2-hkomn-kv-ra-evroremont-IDBkU4T.html#5f4869cfef
Сегодня 09:24,Метро Академгордок пешком 10 мин.Раздельная двухкомнатная с капремонто,8 000 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/metro-akademgordok-peshkom-10-min-razdelnaya-dvuhkomnatnaya-s-kapremonto-IDB8E5J.html#5f4869cfef
Сегодня 09:18,Двухкомнатная квартира в 5 минутах от метро,7 500 грн.,"Киев, Голосеевский",https://www.olx.ua/obyavlenie/dvuhkomnatnaya-kvartira-v-5-minutah-ot-metro-IDBjG1c.html#5f4869cfef;promoted
Сегодня 08:58,"2-К Березняки Метро Осокорки Левобережная ул.Миколайчука,",7 000 грн.,"Киев, Днепровский",https://www.olx.ua/obyavlenie/2-k-bereznyaki-metro-osokorki-levoberezhnaya-ul-mikolaychuka-IDBgSmv.html#5f4869cfef
Сегодня 08:56,"Двух  комнатная  квартира, Драйзеа 6а",7 500 грн.,"Киев, Деснянский",https://www.olx.ua/obyavlenie/dvuh-komnatnaya-kvartira-drayzea-6a-IDBgSjo.html#5f4869cfef
Сегодня 08:36,"Сдам 3К БЕЗ мебели,Метро Позняки.ул.Урловская,36",8 000 грн.,"Киев, Дарницкий",https://www.olx.ua/obyavlenie/sdam-3k-bez-mebeli-metro-poznyaki-ul-urlovskaya-36-IDBgRTY.html#5f4869cfef
Сегодня 07:55,Сдам 2-ком Виноградарь переулок Квитневый 5,7 000 грн.,"Киев, Подольский",https://www.olx.ua/obyavlenie/sdam-2-kom-vinogradar-pereulok-kvitnevyy-5-IDBkSuw.html#5f4869cfef
Сегодня 05:27,Сдам 2-к. на Курской.Метро Вокзальная,7 500 грн.,"Киев, Соломенский",https://www.olx.ua/obyavlenie/sdam-2-k-na-kurskoy-metro-vokzalnaya-IDBkROG.html#5f4869cfef
Сегодня 01:27,Квартира в аренду.,8 000 грн.,"Киев, Дарницкий",https://www.olx.ua/obyavlenie/kvartira-v-arendu-IDA7mvg.html#5f4869cfef
